connectionId_x,alias,sentBeepId,timeStampStart,typed,valence,arousal,positive_all_words_lemm,positive_all_words_count_lemm,positive_unique_words_lemm,positive_unique_wordcount_lemm,positive_granularity_lemm,negative_all_words_lemm,negative_all_words_count_lemm,negative_unique_words_lemm,negative_unique_wordcount_lemm,negative_granularity_lemm,positive_emotion_all_lemma_count_Shannons,positive_emotion_unique_count_Shannons,unique positive emotion lemmas_Shannons,positive_diversity_Shannons_lem,negative_emotion_all_lemma_count_Shannons,negative_emotion_unique_count_Shannons,unique negative emotion lemmas_Shannons,negative_diversity_Shannons_lem,Segment,WC,posemo,negemo
194581,!kvvb okma,16822530,1701798653,0,32,21,"['normaal', 'bon', 'good', 'vrij']",4,"['normaal', 'bon', 'good', 'vrij']",4,0.098818221,[],0,[],0,,4,4,"['good', 'vrij', 'normaal', 'bon']",1.386294361,0,0,[],0,1,123,1.63,0
194581,!kvvb okma,16833237,1701824675,0,27,-3,"['bon', 'goed', 'zeker', 'goed', 'verrassing', 'spannend']",6,"['bon', 'goed', 'zeker', 'verrassing', 'spannend']",5,0.043218635,['paniek'],1,['paniek'],1,,6,5,"['verrassing', 'spannend', 'goed', 'zeker', 'bon']",1.560710409,1,1,['paniek'],0,1,189,4.23,0.53
194581,!kvvb okma,16822530,1701866598,1,2,21,['gelukkig'],1,['gelukkig'],1,,"['missen', 'ambetant']",2,"['missen', 'ambetant']",2,0.152190773,1,1,['gelukkig'],0,2,2,"['ambetant', 'missen']",0.693147181,1,59,1.69,0
194581,!kvvb okma,16863708,1701876681,1,14,22,"['normaal', 'gezellig', 'goed']",3,"['normaal', 'gezellig', 'goed']",3,0.088594756,['verliezen'],1,['verliezen'],1,,3,3,"['gezellig', 'goed', 'normaal']",1.098612289,1,1,['verliezen'],0,1,92,2.17,2.17
194581,!kvvb okma,16875822,1701890982,0,36,26,"['tof', 'productief', 'goed', 'blij', 'goed', 'uit_rusten', 'goed', 'blij']",8,"['tof', 'productief', 'goed', 'blij', 'uit_rusten']",5,0.033169186,"['slecht', 'last', 'raken']",3,"['slecht', 'last', 'raken']",3,0.057226361,8,5,"['productief', 'uit_rusten', 'goed', 'blij', 'tof']",1.494175138,3,3,"['slecht', 'last', 'raken']",1.098612289,1,261,1.53,1.15
194581,!kvvb okma,16882845,1701908413,0,30,11,['hopen'],1,['hopen'],1,,[],0,[],0,,1,1,['hopen'],0,0,0,[],0,1,166,0.6,0
194581,!kvvb okma,16911471,1701958529,1,41,20,"['leuk', 'goed']",2,"['leuk', 'goed']",2,0.091106082,[],0,[],0,,2,2,"['goed', 'leuk']",0.693147181,0,0,[],0,1,61,6.56,0
194581,!kvvb okma,16921962,1701977014,1,45,16,"['blij', 'goed']",2,"['blij', 'goed']",2,0.138748534,[],0,[],0,,2,2,"['goed', 'blij']",0.693147181,0,0,[],0,1,52,7.69,1.92
194581,!kvvb okma,16932918,1701997035,0,41,14,"['goed', 'uit_rusten', 'goed']",3,"['goed', 'uit_rusten']",2,0.083392247,[],0,[],0,,3,2,"['uit_rusten', 'goed']",0.636514168,0,0,[],0,1,170,1.76,0.59
194581,!kvvb okma,16950405,1702036107,0,34,20,"['lekker', 'oké']",2,"['lekker', 'oké']",2,0.077357049,"['raken', 'verlies']",2,"['raken', 'verlies']",2,0.118433209,2,2,"['lekker', 'oké']",0.693147181,2,2,"['verlies', 'raken']",0.693147181,1,138,1.45,1.45
194581,!kvvb okma,16959498,1702045881,0,34,17,"['goed', 'bon', 'goed', 'goed', 'concentratie', 'concentratie', 'goed', 'goed', 'oké']",9,"['goed', 'bon', 'concentratie', 'oké']",4,0.030572914,"['slecht', 'raken']",2,"['slecht', 'raken']",2,0.098385835,9,4,"['goed', 'concentratie', 'oké', 'bon']",1.149059697,2,2,"['slecht', 'raken']",0.693147181,1,213,3.29,0.47
194581,!kvvb okma,16966467,1702056424,0,21,21,['tof'],1,['tof'],1,,"['ambetant', 'ambeteren']",2,"['ambetant', 'ambeteren']",2,0.046621044,1,1,['tof'],0,2,2,"['ambetant', 'ambeteren']",0.693147181,1,156,0,0
194581,!kvvb okma,16978965,1702085071,0,28,22,"['goed', 'grappig', 'bon', 'hopen', 'rustig', 'leuk']",6,"['goed', 'grappig', 'bon', 'hopen', 'rustig', 'leuk']",6,0.058735632,[],0,[],0,,6,6,"['goed', 'grappig', 'leuk', 'rustig', 'hopen', 'bon']",1.791759469,0,0,[],0,1,168,2.98,0
194581,!kvvb okma,16997211,1702125012,0,38,26,"['normaal', 'spannend', 'normaal']",3,"['normaal', 'spannend']",2,0.053860509,['erg'],1,['erg'],1,,3,2,"['spannend', 'normaal']",0.636514168,1,1,['erg'],0,1,159,1.26,0
194581,!kvvb okma,17010309,1702142679,0,40,25,['zeker'],1,['zeker'],1,,"['missen', 'ambetant', 'raken', 'af_leiden']",4,"['missen', 'ambetant', 'raken', 'af_leiden']",4,0.087981714,1,1,['zeker'],0,4,4,"['ambetant', 'raken', 'af_leiden', 'missen']",1.386294361,1,179,0.56,0.56
194581,!kvvb okma,17033799,1702208811,0,33,25,"['goed', 'actief', 'concentratie', 'bon']",4,"['goed', 'actief', 'concentratie', 'bon']",4,0.051368953,"['moe', 'kwaad', 'frustreren']",3,"['moe', 'kwaad', 'frustreren']",3,0.094210358,4,4,"['goed', 'concentratie', 'actief', 'bon']",1.386294361,3,3,"['moe', 'frustreren', 'kwaad']",1.098612289,1,172,1.74,0.58
194581,!kvvb okma,17039232,1702216935,0,20,10,"['blij', 'goed']",2,"['blij', 'goed']",2,0.160628578,"['saai', 'raken']",2,"['saai', 'raken']",2,0.107560661,2,2,"['goed', 'blij']",0.693147181,2,2,"['saai', 'raken']",0.693147181,1,150,2.67,2
194581,!kvvb okma,17048895,1702234330,0,30,29,"['positief', 'goed', 'steunen', 'appreciëren']",4,"['positief', 'goed', 'steunen', 'appreciëren']",4,0.087115995,"['af_leiden', 'af_leiden', 'raken', 'honger']",4,"['af_leiden', 'raken', 'honger']",3,0.083969185,4,4,"['appreciëren', 'steunen', 'goed', 'positief']",1.386294361,4,3,"['honger', 'raken', 'af_leiden']",1.039720771,1,170,2.35,2.35
194581,!kvvb okma,17057841,1702283667,0,27,8,[],0,[],0,,['moe'],1,['moe'],1,,0,0,[],0,1,1,['moe'],0,1,145,0,0.69
194581,!kvvb okma,17074149,1702290275,0,23,13,"['tof', 'tof', 'respecteren']",3,"['tof', 'respecteren']",2,0.066859872,['stress'],1,['stress'],1,,3,2,"['respecteren', 'tof']",0.636514168,1,1,['stress'],0,1,130,0.77,1.54
194581,!kvvb okma,17081385,1702311503,1,35,23,"['blij', 'bon']",2,"['blij', 'bon']",2,0.177444721,['bang'],1,['bang'],1,,2,2,"['blij', 'bon']",0.693147181,1,1,['bang'],0,1,56,1.79,1.79
194581,!kvvb okma,17095584,1702318155,0,37,22,"['goed', 'goed', 'goed']",3,['goed'],1,0.027990868,['honger'],1,['honger'],1,,3,1,['goed'],0,1,1,['honger'],0,1,157,1.27,0.64
194581,!kvvb okma,17103084,1702345178,0,26,13,"['goed', 'tof', 'leuk']",3,"['goed', 'tof', 'leuk']",3,0.067380578,['saai'],1,['saai'],1,,3,3,"['goed', 'leuk', 'tof']",1.098612289,1,1,['saai'],0,1,165,1.21,0.61
194581,!kvvb okma,17129403,1702385011,0,35,19,"['goed', 'tof', 'blij']",3,"['goed', 'tof', 'blij']",3,0.109356377,['raken'],1,['raken'],1,,3,3,"['goed', 'blij', 'tof']",1.098612289,1,1,['raken'],0,1,214,2.8,0
194581,!kvvb okma,17139045,1702406431,0,22,13,"['goed', 'concentratie', 'concentratie', 'goed']",4,"['goed', 'concentratie']",2,0.045383795,['verliezen'],1,['verliezen'],1,,4,2,"['goed', 'concentratie']",0.693147181,1,1,['verliezen'],0,1,198,1.01,0
194581,!kvvb okma,17147265,1702429028,0,26,17,"['leuk', 'goed', 'vrij', 'actief', 'actief']",5,"['leuk', 'goed', 'vrij', 'actief']",4,0.045840114,[],0,[],0,,5,4,"['goed', 'leuk', 'vrij', 'actief']",1.33217904,0,0,[],0,1,200,3,0.5
194581,!kvvb okma,17166366,1702461549,1,24,11,"['normaal', 'productief']",2,"['normaal', 'productief']",2,0.117805505,[],0,[],0,,2,2,"['productief', 'normaal']",0.693147181,0,0,[],0,1,62,3.23,0
194581,!kvvb okma,17177307,1702478213,1,31,20,"['goed', 'goed', 'goed', 'grappig']",4,"['goed', 'grappig']",2,0.049771087,[],0,[],0,,4,2,"['goed', 'grappig']",0.562335145,0,0,[],0,1,69,2.9,0
194581,!kvvb okma,17185512,1702489869,1,32,15,[],0,[],0,,[],0,[],0,,0,0,[],0,0,0,[],0,1,46,2.17,0
194581,!kvvb okma,17195337,1702518205,0,24,4,"['veilig', 'tof', 'goed', 'lekker', 'goed', 'vrij', 'goed', 'hopen', 'ontspannen']",9,"['veilig', 'tof', 'goed', 'lekker', 'vrij', 'hopen', 'ontspannen']",7,0.026581874,['af_leiden'],1,['af_leiden'],1,,9,7,"['goed', 'veilig', 'vrij', 'tof', 'lekker', 'hopen', 'ontspannen']",1.831020481,1,1,['af_leiden'],0,1,194,3.09,1.55
194581,!kvvb okma,17208543,1702555596,0,30,18,"['benieuwd', 'bon', 'bon', 'hopen', 'goed']",5,"['benieuwd', 'bon', 'hopen', 'goed']",4,0.063310198,"['uit_sluiten', 'bezorgen']",2,"['uit_sluiten', 'bezorgen']",2,0.15472155,5,4,"['benieuwd', 'goed', 'hopen', 'bon']",1.33217904,2,2,"['uit_sluiten', 'bezorgen']",0.693147181,1,230,1.3,0.87
194581,!kvvb okma,17215716,1702568519,0,30,13,"['gelukkig', 'goed']",2,"['gelukkig', 'goed']",2,0.110021738,"['ambetant', 'raken']",2,"['ambetant', 'raken']",2,0.125877218,2,2,"['goed', 'gelukkig']",0.693147181,2,2,"['ambetant', 'raken']",0.693147181,1,188,1.6,0.53
194581,!kvvb okma,17222610,1702576870,0,21,18,"['goed', 'goed', 'hopen', 'concentratie', 'bereid', 'concentreren', 'normaal', 'goed', 'tof']",9,"['goed', 'hopen', 'concentratie', 'bereid', 'concentreren', 'normaal', 'tof']",7,0.030861338,['aan_doen'],1,['aan_doen'],1,,9,7,"['bereid', 'concentreren', 'goed', 'concentratie', 'normaal', 'tof', 'hopen']",1.831020481,1,1,['aan_doen'],0,1,188,2.66,1.06
194581,!kvvb okma,17232594,1702601326,0,33,18,"['goed', 'vrij', 'goed', 'bon']",4,"['goed', 'vrij', 'bon']",3,0.066446523,['raken'],1,['raken'],1,,4,3,"['goed', 'vrij', 'bon']",1.039720771,1,1,['raken'],0,1,200,2.5,0.5
194581,!kvvb okma,17246442,1702641004,0,28,1,"['wakker', 'oké']",2,"['wakker', 'oké']",2,0.149907777,"['moe', 'moe', 'ziek', 'verliezen', 'raken']",5,"['moe', 'ziek', 'verliezen', 'raken']",4,0.039031223,2,2,"['wakker', 'oké']",0.693147181,5,4,"['moe', 'verliezen', 'ziek', 'raken']",1.33217904,1,129,0.78,0.78
194581,!kvvb okma,17266122,1702688803,0,35,16,"['rust', 'goed', 'blij', 'bon']",4,"['rust', 'goed', 'blij', 'bon']",4,0.060296313,"['slecht', 'stress']",2,"['slecht', 'stress']",2,0.142408394,4,4,"['rust', 'goed', 'blij', 'bon']",1.386294361,2,2,"['slecht', 'stress']",0.693147181,1,195,2.56,2.05
194581,!kvvb okma,17278635,1702734425,0,31,21,"['blij', 'blij']",2,['blij'],1,0.014638035,['honger'],1,['honger'],1,,2,1,['blij'],0,1,1,['honger'],0,1,160,1.88,1.88
194581,!kvvb okma,17288646,1702749726,0,34,21,['tof'],1,['tof'],1,,[],0,[],0,,1,1,['tof'],0,0,0,[],0,1,123,0,0
194581,!kvvb okma,17295462,1702779488,0,32,5,"['goed', 'wakker', 'wakker', 'geluk', 'leuk']",5,"['goed', 'wakker', 'geluk', 'leuk']",4,0.065241493,['ongeluk'],1,['ongeluk'],1,,5,4,"['goed', 'leuk', 'wakker', 'geluk']",1.33217904,1,1,['ongeluk'],0,1,195,2.56,1.03
194581,!kvvb okma,17307621,1702814762,0,33,15,"['wakker', 'goed']",2,"['wakker', 'goed']",2,0.193319189,"['moe', 'kapot']",2,"['moe', 'kapot']",2,0.050552599,2,2,"['goed', 'wakker']",0.693147181,2,2,"['moe', 'kapot']",0.693147181,1,223,0.9,0
194581,!kvvb okma,17313279,1702831036,0,34,24,"['goed', 'leuk']",2,"['goed', 'leuk']",2,0.106202438,[],0,[],0,,2,2,"['goed', 'leuk']",0.693147181,0,0,[],0,1,141,2.13,0.71
194581,!kvvb okma,17316921,1702836749,0,34,10,"['goed', 'vrij']",2,"['goed', 'vrij']",2,0.105149952,"['raken', 'weg_gooien']",2,"['raken', 'weg_gooien']",2,0.155325265,2,2,"['goed', 'vrij']",0.693147181,2,2,"['raken', 'weg_gooien']",0.693147181,1,149,2.01,0
194581,!kvvb okma,17307621,1702858698,0,26,23,"['bon', 'uit_rusten', 'ça_va', 'positief', 'geïnteresseerd', 'tof']",6,"['bon', 'uit_rusten', 'ça_va', 'positief', 'geïnteresseerd', 'tof']",6,0.048674605,[],0,[],0,,6,6,"['uit_rusten', 'positief', 'tof', 'ça_va', 'geïnteresseerd', 'bon']",1.791759469,0,0,[],0,1,250,2,0.4
194581,!kvvb okma,17334198,1702902163,1,32,11,"['normaal', 'energie']",2,"['normaal', 'energie']",2,0.114477398,['honger'],1,['honger'],1,,2,2,"['normaal', 'energie']",0.693147181,1,1,['honger'],0,1,69,5.8,1.45
194581,!kvvb okma,17342682,1702915770,1,20,3,"['normaal', 'blij']",2,"['normaal', 'blij']",2,0.168063552,['moe'],1,['moe'],1,,2,2,"['blij', 'normaal']",0.693147181,1,1,['moe'],0,1,49,4.08,0
194581,!kvvb okma,17353170,1702944877,0,32,8,"['goed', 'goed']",2,['goed'],1,0.124909171,"['missen', 'moe', 'kapot']",3,"['missen', 'moe', 'kapot']",3,0.060468061,2,1,['goed'],0,3,3,"['moe', 'kapot', 'missen']",1.098612289,1,191,0.52,0.52
194581,!kvvb okma,17367705,1702977523,0,33,16,"['productief', 'blij']",2,"['productief', 'blij']",2,0.106762151,['verminderen'],1,['verminderen'],1,,2,2,"['productief', 'blij']",0.693147181,1,1,['verminderen'],0,1,238,0.42,0
194581,!kvvb okma,17374131,1702991566,1,31,15,"['vrij', 'goed', 'vrij', 'productief', 'goed']",5,"['vrij', 'goed', 'productief']",3,0.041160008,['verliezen'],1,['verliezen'],1,,5,3,"['productief', 'goed', 'vrij']",1.054920168,1,1,['verliezen'],0,1,77,5.19,1.3
194581,!kvvb okma,17378922,1703009411,0,30,18,"['leuk', 'goed', 'normaal']",3,"['leuk', 'goed', 'normaal']",3,0.063871803,[],0,[],0,,3,3,"['goed', 'leuk', 'normaal']",1.098612289,0,0,[],0,1,98,1.02,0
194581,!kvvb okma,17388468,1703030870,0,33,16,"['chillen', 'normaal', 'bereid']",3,"['chillen', 'normaal', 'bereid']",3,0.133123885,['aan_doen'],1,['aan_doen'],1,,3,3,"['bereid', 'normaal', 'chillen']",1.098612289,1,1,['aan_doen'],0,1,277,0.72,0.72
194581,!kvvb okma,17400471,1703070577,1,34,17,['hopen'],1,['hopen'],1,,"['angstig', 'angstig']",2,['angstig'],1,0.019685307,1,1,['hopen'],0,2,1,['angstig'],0,1,49,2.04,6.12
194581,!kvvb okma,17407047,1703086354,1,33,20,"['normaal', 'normaal', 'benieuwd']",3,"['normaal', 'benieuwd']",2,0.06842401,[],0,[],0,,3,2,"['benieuwd', 'normaal']",0.636514168,0,0,[],0,1,69,0,0
194581,!kvvb okma,17417988,1703149160,1,35,17,"['wakker', 'wakker', 'blij', 'wakker']",4,"['wakker', 'blij']",2,0.043877837,['moe'],1,['moe'],1,,4,2,"['blij', 'wakker']",0.562335145,1,1,['moe'],0,1,56,1.79,1.79
194581,!kvvb okma,17429824,1703158607,0,34,24,"['oké', 'hopen', 'goed', 'vrij', 'bon']",5,"['oké', 'hopen', 'goed', 'vrij', 'bon']",5,0.04304164,"['raken', 'cynisch', 'gek', 'saai']",4,"['raken', 'cynisch', 'gek', 'saai']",4,0.06004035,5,5,"['goed', 'vrij', 'oké', 'hopen', 'bon']",1.609437912,4,4,"['gek', 'saai', 'cynisch', 'raken']",1.386294361,1,225,1.78,1.33
194581,!kvvb okma,17437486,1703170672,0,33,15,"['blij', 'blij']",2,['blij'],1,0.017222577,"['kapot', 'missen']",2,"['kapot', 'missen']",2,0.098757937,2,1,['blij'],0,2,2,"['kapot', 'missen']",0.693147181,1,256,2.73,0
194581,!kvvb okma,17441653,1703176177,0,35,10,"['bon', 'tof', 'goed', 'blij', 'goed', 'blij']",6,"['bon', 'tof', 'goed', 'blij']",4,0.053856585,['verliezen'],1,['verliezen'],1,,6,4,"['goed', 'blij', 'tof', 'bon']",1.329661349,1,1,['verliezen'],0,1,268,2.24,0
194581,!kvvb okma,17463847,1703254679,0,17,23,"['bon', 'goed', 'concentratie', 'normaal', 'goed', 'concentreren', 'uit_kijken', 'uit_kijken']",8,"['bon', 'goed', 'concentratie', 'normaal', 'concentreren', 'uit_kijken']",6,0.036851427,[],0,[],0,,8,6,"['concentreren', 'uit_kijken', 'goed', 'concentratie', 'normaal', 'bon']",1.732867951,0,0,[],0,1,149,0.67,0
194581,!kvvb okma,17470075,1703268333,0,39,20,['oké'],1,['oké'],1,,"['agressief', 'verliezen']",2,"['agressief', 'verliezen']",2,0.121594874,1,1,['oké'],0,2,2,"['verliezen', 'agressief']",0.693147181,1,183,0.55,1.09
194581,!kvvb okma,17480944,1703331434,0,23,12,"['interesse', 'interesse', 'ça_va', 'bon']",4,"['interesse', 'ça_va', 'bon']",3,0.064921039,[],0,[],0,,4,3,"['interesse', 'ça_va', 'bon']",1.039720771,0,0,[],0,1,146,1.37,0
194581,!kvvb okma,17487901,1703352810,0,30,18,"['rustig', 'goed']",2,"['rustig', 'goed']",2,0.114581168,"['missen', 'af_leiden', 'missen', 'raken', 'slecht']",5,"['missen', 'af_leiden', 'raken', 'slecht']",4,0.052111131,2,2,"['goed', 'rustig']",0.693147181,5,4,"['slecht', 'raken', 'af_leiden', 'missen']",1.33217904,1,165,1.82,0.61
194581,!kvvb okma,17487901,1703381653,0,33,16,"['tof', 'goed', 'tof', 'leuk']",4,"['tof', 'goed', 'leuk']",3,0.042658608,['kritiek'],1,['kritiek'],1,,4,3,"['goed', 'leuk', 'tof']",1.039720771,1,1,['kritiek'],0,1,119,1.68,0.84
194581,!kvvb okma,17498059,1703418803,0,5,22,"['normaal', 'oké', 'bon', 'normaal']",4,"['normaal', 'oké', 'bon']",3,0.045155042,"['erg', 'teleur_stellen']",2,"['erg', 'teleur_stellen']",2,0.172829528,4,3,"['normaal', 'oké', 'bon']",1.039720771,2,2,"['teleur_stellen', 'erg']",0.693147181,1,195,1.54,1.03
194581,!kvvb okma,17500822,1703432679,0,36,13,"['gezellig', 'goed', 'bon']",3,"['gezellig', 'goed', 'bon']",3,0.068539419,[],0,[],0,,3,3,"['gezellig', 'goed', 'bon']",1.098612289,0,0,[],0,1,169,1.18,0
194581,!kvvb okma,17504251,1703445826,0,29,28,"['lekker', 'lekker', 'oké']",3,"['lekker', 'oké']",2,0.054351082,['missen'],1,['missen'],1,,3,2,"['lekker', 'oké']",0.636514168,1,1,['missen'],0,1,172,2.33,0.58
194581,!kvvb okma,17506456,1703469712,0,3,24,"['nice', 'goed', 'bon']",3,"['nice', 'goed', 'bon']",3,0.086193565,[],0,[],0,,3,3,"['goed', 'bon', 'nice']",1.098612289,0,0,[],0,1,172,1.16,0.58
194581,!kvvb okma,17513713,1703508621,0,35,30,"['leuk', 'normaal', 'goed']",3,"['leuk', 'normaal', 'goed']",3,0.059876856,[],0,[],0,,3,3,"['goed', 'leuk', 'normaal']",1.098612289,0,0,[],0,1,173,1.16,0
194581,!kvvb okma,17506456,1703533220,0,9,21,"['bon', 'bon', 'leuk', 'tof', 'tof', 'interesseren', 'bon']",7,"['bon', 'leuk', 'tof', 'interesseren']",4,0.047153535,"['paniek', 'af_leiden', 'wraak']",3,"['paniek', 'af_leiden', 'wraak']",3,0.111042708,7,4,"['interesseren', 'leuk', 'tof', 'bon']",1.277034259,3,3,"['paniek', 'af_leiden', 'wraak']",1.098612289,1,222,1.8,0.9
194581,!kvvb okma,17522767,1703552258,0,26,13,"['lekker', 'vrij', 'goed']",3,"['lekker', 'vrij', 'goed']",3,0.055343451,['saai'],1,['saai'],1,,3,3,"['goed', 'vrij', 'lekker']",1.098612289,1,1,['saai'],0,1,135,3.7,0.74
194581,!kvvb okma,17528047,1703594066,0,9,20,"['sympathiek', 'concentreren', 'goed', 'bon']",4,"['sympathiek', 'concentreren', 'goed', 'bon']",4,0.063754919,"['gevecht', 'slecht', 'ambetant', 'ambeteren']",4,"['gevecht', 'slecht', 'ambetant', 'ambeteren']",4,0.076120626,4,4,"['concentreren', 'sympathiek', 'goed', 'bon']",1.386294361,4,4,"['slecht', 'ambetant', 'gevecht', 'ambeteren']",1.386294361,1,209,0.96,0.96
194581,!kvvb okma,17530924,1703607111,0,25,10,"['ça_va', 'goed']",2,"['ça_va', 'goed']",2,0.174830338,[],0,[],0,,2,2,"['goed', 'ça_va']",0.693147181,0,0,[],0,1,149,0.67,1.34
194581,!kvvb okma,17534056,1703615374,0,29,21,"['lekker', 'gezond', 'normaal', 'goed', 'genieten', 'bon', 'genieten']",7,"['lekker', 'gezond', 'normaal', 'goed', 'genieten', 'bon']",6,0.035984174,[],0,[],0,,7,6,"['genieten', 'goed', 'gezond', 'normaal', 'lekker', 'bon']",1.747868097,0,0,[],0,1,209,1.91,0
194581,!kvvb okma,17538373,1703670060,0,36,18,[],0,[],0,,['verminderen'],1,['verminderen'],1,,0,0,[],0,1,1,['verminderen'],0,1,139,0,0
194581,!kvvb okma,17545873,1703681407,0,33,12,"['goed', 'goed', 'goed', 'concentreren']",4,"['goed', 'concentreren']",2,0.050950878,"['missen', 'verliezen', 'bang']",3,"['missen', 'verliezen', 'bang']",3,0.075043172,4,2,"['concentreren', 'goed']",0.562335145,3,3,"['verliezen', 'bang', 'missen']",1.098612289,1,170,1.76,1.76
194581,!kvvb okma,17548879,1703696414,0,1,19,"['zin', 'goed']",2,"['zin', 'goed']",2,0.146747544,"['stressen', 'stress', 'erg', 'slecht']",4,"['stressen', 'stress', 'erg', 'slecht']",4,0.068147376,2,2,"['zin', 'goed']",0.693147181,4,4,"['slecht', 'stress', 'stressen', 'erg']",1.386294361,1,161,0.62,2.48
194581,!kvvb okma,17551900,1703727281,0,27,6,"['vrij', 'productief', 'blij']",3,"['vrij', 'productief', 'blij']",3,0.08767932,"['moe', 'afleiding']",2,"['moe', 'afleiding']",2,0.091231901,3,3,"['productief', 'vrij', 'blij']",1.098612289,2,2,"['moe', 'afleiding']",0.693147181,1,166,1.81,0.6
194581,!kvvb okma,17558401,1703760094,0,35,11,"['goed', 'goed', 'goed', 'goed', 'goed', 'normaal', 'goed']",7,"['goed', 'normaal']",2,0.024413471,['moe'],1,['moe'],1,,7,2,"['goed', 'normaal']",0.410116318,1,1,['moe'],0,1,195,2.56,0
194581,!kvvb okma,17562322,1703788087,0,29,8,"['goed', 'goed']",2,['goed'],1,0.04772392,"['af_leiden', 'raken', 'stresseren', 'af_leiden', 'raken', 'af_leiden', 'raken']",7,"['af_leiden', 'raken', 'stresseren']",3,0.054290608,2,1,['goed'],0,7,3,"['stresseren', 'raken', 'af_leiden']",1.004242473,1,140,0.71,0.71
194581,!kvvb okma,17566852,1703816669,0,9,-3,"['interesseren', 'interesse', 'goed', 'goed', 'wakker']",5,"['interesseren', 'interesse', 'goed', 'wakker']",4,0.049489848,"['moe', 'moe']",2,['moe'],1,0.025826628,5,4,"['interesseren', 'interesse', 'goed', 'wakker']",1.33217904,2,1,['moe'],0,1,133,4.51,0
194581,!kvvb okma,17571043,1703853150,1,31,26,['tof'],1,['tof'],1,,[],0,[],0,,1,1,['tof'],0,0,0,[],0,1,55,0,0
194581,!kvvb okma,17573440,1703864643,0,37,18,"['goed', 'normaal', 'goed']",3,"['goed', 'normaal']",2,0.052527386,['af_leiden'],1,['af_leiden'],1,,3,2,"['goed', 'normaal']",0.636514168,1,1,['af_leiden'],0,1,158,1.9,0
194581,!kvvb okma,17575534,1703879079,0,14,10,"['hopen', 'hopen']",2,['hopen'],1,0.023709045,"['depressief', 'stresseren', 'depressief', 'boos']",4,"['depressief', 'stresseren', 'boos']",3,0.054388456,2,1,['hopen'],0,4,3,"['boos', 'stresseren', 'depressief']",1.039720771,1,206,0.49,1.94
194581,!kvvb okma,17578474,1703901564,0,36,12,"['normaal', 'productief', 'goed', 'goed', 'blij']",5,"['normaal', 'productief', 'goed', 'blij']",4,0.04997545,"['moe', 'raken', 'af_leiden']",3,"['moe', 'raken', 'af_leiden']",3,0.068527403,5,4,"['productief', 'goed', 'blij', 'normaal']",1.33217904,3,3,"['moe', 'raken', 'af_leiden']",1.098612289,1,154,3.9,0
194581,!kvvb okma,17583775,1703936400,0,27,11,"['gezond', 'normaal', 'verwarmen', 'goed']",4,"['gezond', 'normaal', 'verwarmen', 'goed']",4,0.056944514,"['pijn', 'pijn', 'honger', 'honger']",4,"['pijn', 'honger']",2,0.03721137,4,4,"['goed', 'gezond', 'normaal', 'verwarmen']",1.386294361,4,2,"['honger', 'pijn']",0.693147181,1,166,2.41,1.2
194581,!kvvb okma,17585854,1703947086,0,34,11,"['bon', 'hyper', 'focussen']",3,"['bon', 'hyper', 'focussen']",3,0.056203367,"['erg', 'verliezen']",2,"['erg', 'verliezen']",2,0.160970298,3,3,"['focussen', 'hyper', 'bon']",1.098612289,2,2,"['verliezen', 'erg']",0.693147181,1,170,1.18,0
194581,!kvvb okma,17588419,1703965631,0,29,20,"['goed', 'excited', 'productief', 'goed', 'blij', 'blij', 'leuk']",7,"['goed', 'excited', 'productief', 'blij', 'leuk']",5,0.036698781,"['gek', 'ziek']",2,"['gek', 'ziek']",2,0.095592546,7,5,"['productief', 'goed', 'leuk', 'blij', 'excited']",1.549826046,2,2,"['gek', 'ziek']",0.693147181,1,197,3.05,0.51
194581,!kvvb okma,17590924,1703987562,0,34,-12,"['zin', 'nice', 'goed', 'goed', 'wakker', 'nice']",6,"['zin', 'nice', 'goed', 'wakker']",4,0.046632604,['moe'],1,['moe'],1,,6,4,"['zin', 'goed', 'wakker', 'nice']",1.329661349,1,1,['moe'],0,1,188,2.13,0
194581,!kvvb okma,17594710,1704027913,0,11,13,"['goed', 'goed', 'goed', 'oké']",4,"['goed', 'oké']",2,0.056360081,"['ambetant', 'kwaad', 'verliezen', 'moe', 'verliezen']",5,"['ambetant', 'kwaad', 'verliezen', 'moe']",4,0.06829665,4,2,"['goed', 'oké']",0.562335145,5,4,"['moe', 'verliezen', 'ambetant', 'kwaad']",1.33217904,1,179,1.68,2.23
194581,!kvvb okma,17600110,1704097900,0,30,-16,"['tof', 'goed', 'goed']",3,"['tof', 'goed']",2,0.056503027,"['schrik', 'moe']",2,"['schrik', 'moe']",2,0.070712487,3,2,"['goed', 'tof']",0.636514168,2,2,"['moe', 'schrik']",0.693147181,1,125,1.6,0.8
194581,!kvvb okma,17597200,1704111973,0,37,20,"['ça_va', 'goed', 'vrij', 'goed']",4,"['ça_va', 'goed', 'vrij']",3,0.065300165,['gek'],1,['gek'],1,,4,3,"['goed', 'vrij', 'ça_va']",1.039720771,1,1,['gek'],0,1,248,2.02,0.4
